CPU_32v7 :: 
MACH_DAVINCI_DM355_EVM :: arch/arm/mach-davinci/board-dm355-evm.c=
BT_HCIUART :: 
GSC :: drivers/parisc/gsc.c=drivers/parisc/gsc.h=
SH_TIMER_CMT :: drivers/clocksource/sh_cmt.c=
MACH_SFFSDR :: arch/arm/mach-davinci/board-sffsdr.c=
ARCH_ZYNQ :: 
SND_PCXHR :: sound/pci/pcxhr/pcxhr.c=sound/pci/pcxhr/pcxhr.h=sound/pci/pcxhr/pcxhr_hwdep.c=sound/pci/pcxhr/pcxhr_hwdep.h=sound/pci/pcxhr/pcxhr_mixer.c=sound/pci/pcxhr/pcxhr_mixer.h=sound/pci/pcxhr/pcxhr_core.c=sound/pci/pcxhr/pcxhr_core.h=sound/pci/pcxhr/pcxhr_mix22.c=sound/pci/pcxhr/pcxhr_mix22.h=
LD_SCRIPT_STATIC :: 
DUMP_CODE :: arch/sh/kernel/disassemble.c=
CRYPTO_ECB :: crypto/ecb.c=
TPS65010 :: drivers/mfd/tps65010.c=
COMEDI_ADQ12B :: drivers/staging/comedi/drivers/adq12b.c=
MFD_PM8921_CORE :: drivers/mfd/pm8921-core.c=
UIO_NETX :: drivers/uio/uio_netx.c=
M5407 :: arch/m68k/platform/5407/=arch/m68k/platform/coldfire/timers.c=arch/m68k/platform/coldfire/intc.c=
TADPOLE_TS102_UCTRL :: drivers/sbus/char/uctrl.c=
VGA_SWITCHEROO :: drivers/gpu/drm/radeon/radeon_atpx_handler.c=drivers/gpu/vga/vga_switcheroo.c=
WATCHDOG_CORE :: drivers/watchdog/watchdog_core.c=drivers/watchdog/watchdog_dev.c=drivers/watchdog/watchdog_dev.h=
INPUT_MPU3050 :: drivers/input/misc/mpu3050.c=
SND_OMAP_SOC_SDP4430 :: sound/soc/omap/sdp4430.c=
I2C_PXA_PCI :: drivers/i2c/busses/i2c-pxa-pci.c=
FB_MB862XX :: mb862xx/=drivers/video/mb862xx/mb862xxfbdrv.c=drivers/video/mb862xx/mb862xxfb_accel.c=drivers/video/mb862xx/mb862xxfb_accel.h=
DNS_RESOLVER :: net/dns_resolver/dns_key.c=net/dns_resolver/dns_query.c=dns_resolver/=
AGP_SWORKS :: drivers/char/agp/sworks-agp.c=
GPIO_RDC321X :: drivers/gpio/gpio-rdc321x.c=
PM_VERBOSE :: 
CRUNCH :: arch/arm/kernel/crunch.c=arch/arm/kernel/crunch-bits.S=
IP_SET_BITMAP_PORT :: net/netfilter/ipset/ip_set_bitmap_port.c=
IIO_BFIN_TMR_TRIGGER :: drivers/staging/iio/trigger/iio-trig-bfin-timer.c=
RT_MUTEXES :: kernel/rtmutex.c=kernel/rtmutex.h=
KVM_ASYNC_PF :: 
RADIO_TERRATEC :: drivers/media/radio/radio-terratec.c=
OLPC_XO1_RTC :: arch/x86/platform/olpc/olpc-xo1-rtc.c=
ALPHA_DP264 :: arch/alpha/kernel/sys_dp264.c=arch/alpha/kernel/irq_i8259.c=arch/alpha/kernel/es1888.c=arch/alpha/kernel/smc37c669.c=
LINKSTATION :: arch/powerpc/platforms/embedded6xx/linkstation.c=arch/powerpc/platforms/embedded6xx/ls_uart.c=
SND_SOC_STA32X :: sound/soc/codecs/sta32x.c=sound/soc/codecs/sta32x.h=
FB_ATMEL :: drivers/video/atmel_lcdfb.c=
NET_ATMEL :: cadence/=
GPREL_DATA_NONE :: 
H8S_GENERIC :: 
BACKLIGHT_HP700 :: drivers/video/backlight/jornada720_bl.c=
TCP_CONG_VEGAS :: net/ipv4/tcp_vegas.c=net/ipv4/tcp_vegas.h=
XTENSA_XT2000_SONIC :: drivers/net/ethernet/natsemi/xtsonic.c=
IMA :: security/integrity/ima/ima_fs.c=security/integrity/ima/ima_queue.c=security/integrity/ima/ima_init.c=security/integrity/ima/ima_main.c=security/integrity/ima/ima_crypto.c=security/integrity/ima/ima_api.c=security/integrity/ima/ima_policy.c=security/integrity/ima/ima_audit.c=
MPCORE_WATCHDOG :: drivers/watchdog/mpcore_wdt.c=
COMEDI_NI_6527 :: drivers/staging/comedi/drivers/ni_6527.c=
MPC85xx_CDS :: arch/powerpc/platforms/85xx/mpc85xx_cds.c=
INTEL_IPS :: drivers/platform/x86/intel_ips.c=drivers/platform/x86/intel_ips.h=
PM_DEVFREQ :: drivers/devfreq/devfreq.c=devfreq/=
HDLC_CISCO :: drivers/net/wan/hdlc_cisco.c=
BT_HCIVHCI :: drivers/bluetooth/hci_vhci.c=
ALPHA_LCA :: arch/alpha/kernel/core_lca.c=
SCHED_TRACER :: kernel/trace/trace_sched_wakeup.c=
HID_LOGITECH_DJ :: drivers/hid/hid-logitech-dj.c=drivers/hid/hid-logitech-dj.h=
MFD_WM831X :: drivers/mfd/wm831x-core.c=drivers/mfd/wm831x-irq.c=drivers/mfd/wm831x-otp.c=drivers/mfd/wm831x-auxadc.c=
INPUT_MC13783_PWRBUTTON :: drivers/input/misc/mc13783-pwrbutton.c=
ADB_PMU_LED :: drivers/macintosh/via-pmu-led.c=
FB :: arch/x86/video/=arch/x86/video/fbdev.c=drivers/video/fbmem.c=drivers/video/fbmon.c=drivers/video/fbcmap.c=drivers/video/fbsysfs.c=drivers/video/modedb.c=drivers/video/fbcvt.c=
INPUT_ADXL34X_I2C :: drivers/input/misc/adxl34x-i2c.c=
VIDEO_UPD64031A :: drivers/media/video/upd64031a.c=
TOUCHSCREEN_AD7879_I2C :: drivers/input/touchscreen/ad7879-i2c.c=
PLAT_IOP :: 
MIPS_PB1000 :: pb1000/=alchemy/devboards/=drivers/pcmcia/au1000_pb1x00.c=
FB_IMX :: drivers/video/imxfb.c=
ISDN_CAPI :: drivers/isdn/capi/kcapi.c=drivers/isdn/capi/kcapi.h=drivers/isdn/capi/capiutil.c=drivers/isdn/capi/capilib.c=capi/=
MSI_LAPTOP :: drivers/platform/x86/msi-laptop.c=
PATA_AT91 :: drivers/ata/pata_at91.c=
CPU_R6000 :: arch/mips/kernel/r6000_fpu.S=arch/mips/kernel/r4k_switch.S=
SND_EP93XX_SOC_SIMONE :: sound/soc/ep93xx/simone.c=
CAN_SLCAN :: drivers/net/can/slcan.c=
VIDEO_CPIA2 :: drivers/media/video/cpia2/cpia2_v4l.c=drivers/media/video/cpia2/cpia2_usb.c=drivers/media/video/cpia2/cpia2_core.c=cpia2/=
SND_JZ4740_SOC_QI_LB60 :: sound/soc/jz4740/qi_lb60.c=
XFS_DEBUG :: 
KEYBOARD_LKKBD :: drivers/input/keyboard/lkkbd.c=
VIDEO_VPX3220 :: drivers/media/video/vpx3220.c=
SPARC_LED :: arch/sparc/kernel/led.c=
MISDN_DSP :: drivers/isdn/mISDN/dsp_core.c=drivers/isdn/mISDN/dsp_cmx.c=drivers/isdn/mISDN/dsp_tones.c=drivers/isdn/mISDN/dsp_dtmf.c=drivers/isdn/mISDN/dsp_audio.c=drivers/isdn/mISDN/dsp_blowfish.c=drivers/isdn/mISDN/dsp_pipeline.c=drivers/isdn/mISDN/dsp_hwec.c=drivers/isdn/mISDN/dsp_hwec.h=
MTD_WRSBC8260 :: drivers/mtd/maps/wr_sbc82xx_flash.c=
CHR_DEV_SCH :: drivers/scsi/ch.c=
KVM_BOOK3S_HANDLER :: arch/powerpc/kvm/book3s_exports.c=
USB_SERIAL_FUNSOFT :: drivers/usb/serial/funsoft.c=
USB_SERIAL_IPW :: drivers/usb/serial/ipw.c=
SCSI_IBMMCA :: drivers/scsi/ibmmca.c=
IIO_SIMPLE_DUMMY_EVENTS :: drivers/staging/iio/iio_simple_dummy_events.c=
SND_MPC52xx_SOC_PCM030 :: sound/soc/fsl/pcm030-audio-fabric.c=
OLPC_XO15_SCI :: arch/x86/platform/olpc/olpc-xo15-sci.c=
FT1000 :: ft1000/=
RAINIER :: 
MTD_IMPA7 :: drivers/mtd/maps/impa7.c=
LEDS_SUNFIRE :: drivers/leds/leds-sunfire.c=
MIPS_CPU_SCACHE :: arch/mips/mm/sc-mips.c=
INPUT_CM109 :: drivers/input/misc/cm109.c=
GSC_LASI :: drivers/parisc/lasi.c=drivers/parisc/asp.c=
MFD_CORE :: drivers/mfd/mfd-core.c=
BF549M :: 
IP_NF_SECURITY :: net/ipv4/netfilter/iptable_security.c=
FB_ATY_GX :: drivers/video/aty/mach64_gx.c=
MOUSE_MAPLE :: drivers/input/mouse/maplemouse.c=
SPEAKUP_SYNTH_AUDPTR :: drivers/staging/speakup/speakup_audptr.c=
ATM_HE :: drivers/atm/he.c=drivers/atm/he.h=drivers/atm/suni.c=drivers/atm/suni.h=
MACH_ROADRUNNER :: arch/arm/mach-ixp23xx/roadrunner.c=
LEDS_TRIGGER_DEFAULT_ON :: drivers/leds/ledtrig-default-on.c=
USB_NET_GL620A :: drivers/net/usb/gl620a.c=
KEYBOARD_MATRIX :: drivers/input/keyboard/matrix_keypad.c=
ATM_IA :: drivers/atm/iphase.c=drivers/atm/iphase.h=drivers/atm/suni.c=drivers/atm/suni.h=
CONTEXT_SWITCH_TRACER :: kernel/trace/trace_sched_switch.c=
DVB_FIREDTV :: drivers/media/dvb/firewire/firedtv-avc.c=drivers/media/dvb/firewire/firedtv-ci.c=drivers/media/dvb/firewire/firedtv-dvb.c=drivers/media/dvb/firewire/firedtv-fe.c=drivers/media/dvb/firewire/firedtv-fw.c=firewire/=
NLS_ISO8859_14 :: fs/nls/nls_iso8859-14.c=
NLS_ISO8859_13 :: fs/nls/nls_iso8859-13.c=
INPUT_MMA8450 :: drivers/input/misc/mma8450.c=
E2100 :: drivers/net/ethernet/8390/e2100.c=drivers/net/ethernet/8390/8390.c=drivers/net/ethernet/8390/8390.h=
MMC_SDHCI_SPEAR :: drivers/mmc/host/sdhci-spear.c=
NLS_ISO8859_15 :: fs/nls/nls_iso8859-15.c=
NLM_XLR :: arch/mips/netlogic/xlr/=arch/mips/pci/pci-xlr.c=
RADIO_TRUST :: drivers/media/radio/radio-trust.c=
REGMAP_SPI :: drivers/base/regmap/regmap-spi.c=
MTRR :: mtrr/=
SATA_PROMISE :: drivers/ata/sata_promise.c=drivers/ata/sata_promise.h=
SCSI_LPFC :: drivers/scsi/lpfc/lpfc_mem.c=drivers/scsi/lpfc/lpfc_sli.c=drivers/scsi/lpfc/lpfc_sli.h=drivers/scsi/lpfc/lpfc_ct.c=drivers/scsi/lpfc/lpfc_els.c=drivers/scsi/lpfc/lpfc_mbox.c=drivers/scsi/lpfc/lpfc_nportdisc.c=drivers/scsi/lpfc/lpfc_scsi.c=drivers/scsi/lpfc/lpfc_scsi.h=drivers/scsi/lpfc/lpfc_attr.c=drivers/scsi/lpfc/lpfc_vport.c=drivers/scsi/lpfc/lpfc_vport.h=drivers/scsi/lpfc/lpfc_debugfs.c=drivers/scsi/lpfc/lpfc_debugfs.h=drivers/scsi/lpfc/lpfc_bsg.c=drivers/scsi/lpfc/lpfc_bsg.h=lpfc/=
ET131X :: drivers/staging/et131x/et131x.c=drivers/staging/et131x/et131x.h=et131x/=
DE620 :: drivers/net/ethernet/dlink/de620.c=drivers/net/ethernet/dlink/de620.h=
ETHERNET :: ethernet/=
IIO :: drivers/staging/iio/industrialio-core.c=iio/=
DEBUG_INFO :: 
BFIN537_BLUETECHNIX_TCM :: arch/blackfin/mach-bf537/boards/tcm_bf537.c=
PVR2_DMA :: arch/sh/drivers/dma/dma-pvr2.c=
MEDIA_TUNER_MC44S803 :: drivers/media/common/tuners/mc44s803.c=drivers/media/common/tuners/mc44s803.h=
NWFLASH :: drivers/char/nwflash.c=
BT :: bluetooth/=net/bluetooth/af_bluetooth.c=net/bluetooth/hci_core.c=net/bluetooth/hci_conn.c=net/bluetooth/hci_event.c=net/bluetooth/mgmt.c=net/bluetooth/hci_sock.c=net/bluetooth/hci_sysfs.c=net/bluetooth/lib.c=bluetooth/=
BF547M :: 
ARCH_GEMINI :: 
ARCH_EBSA110 :: 
SERIO_LIBPS2 :: drivers/input/serio/libps2.c=
VIDEO_GO7007_TW9903 :: drivers/staging/media/go7007/wis-tw9903.c=
CPU_CAVIUM_OCTEON :: cavium-octeon/=arch/mips/kernel/octeon_switch.S=arch/mips/lib/dump_tlb.c=arch/mips/mm/c-octeon.c=arch/mips/mm/cex-oct.S=arch/mips/mm/tlb-r4k.c=arch/mips/pci/pci-octeon.c=arch/mips/pci/pcie-octeon.c=arch/mips/pci/msi-octeon.c=
X86_E_POWERSAVER :: drivers/cpufreq/e_powersaver.c=
DM_DELAY :: drivers/md/dm-delay.c=
AGP_EFFICEON :: drivers/char/agp/efficeon-agp.c=
REGULATOR_FIXED_VOLTAGE :: drivers/regulator/fixed.c=
DS1302 :: drivers/char/ds1302.c=
MPENTIUMII :: 
HAVE_ARM_SCU :: arch/arm/kernel/smp_scu.c=
BF548M :: 
B43LEGACY_DMA :: drivers/net/wireless/b43legacy/dma.c=drivers/net/wireless/b43legacy/dma.h=
BLK_DEV_3W_XXXX_RAID :: drivers/scsi/3w-xxxx.c=drivers/scsi/3w-xxxx.h=
INPUT_AD714X_SPI :: drivers/input/misc/ad714x-spi.c=
NET_SB1000 :: drivers/net/sb1000.c=
HOTPLUG_PCI_CPCI_ZT5550 :: drivers/pci/hotplug/cpcihp_zt5550.c=drivers/pci/hotplug/cpcihp_zt5550.h=
UIO_AEC :: drivers/uio/uio_aec.c=
SND_SOC_WL1273 :: sound/soc/codecs/wl1273.c=sound/soc/codecs/wl1273.h=
USB_SERIAL_IUU :: drivers/usb/serial/iuu_phoenix.c=drivers/usb/serial/iuu_phoenix.h=
I2C_PCA_PLATFORM :: drivers/i2c/busses/i2c-pca-platform.c=
IMX_HAVE_PLATFORM_MXC_RTC :: arch/arm/plat-mxc/devices/platform-mxc_rtc.c=
XEN_BLKDEV_FRONTEND :: drivers/block/xen-blkfront.c=
MACH_WM8505_7IN_NETBOOK :: arch/arm/mach-vt8500/wm8505_7in.c=
DE600 :: drivers/net/ethernet/dlink/de600.c=drivers/net/ethernet/dlink/de600.h=
HOTPLUG_PCI_COMPAQ :: 
TOUCHSCREEN_88PM860X :: drivers/input/touchscreen/88pm860x-ts.c=
MFD_WM8350 :: drivers/mfd/wm8350-core.c=drivers/mfd/wm8350-regmap.c=drivers/mfd/wm8350-gpio.c=drivers/mfd/wm8350-irq.c=
SCSI_QLOGIC_FAS :: 
CRYPTO_TWOFISH_586 :: arch/x86/crypto/twofish-i586-asm_32.S=arch/x86/crypto/twofish_glue.c=
HID_ACRUX :: drivers/hid/hid-axff.c=
IDE :: drivers/ide/ide.c=drivers/ide/ide-ioctls.c=drivers/ide/ide-io.c=drivers/ide/ide-iops.c=drivers/ide/ide-lib.c=drivers/ide/ide-probe.c=drivers/ide/ide-taskfile.c=drivers/ide/ide-pm.c=drivers/ide/ide-park.c=drivers/ide/ide-sysfs.c=drivers/ide/ide-devsets.c=drivers/ide/ide-io-std.c=drivers/ide/ide-eh.c=ide/=
USB_NET_NET1080 :: drivers/net/usb/net1080.c=
IP6_NF_IPTABLES :: net/ipv6/netfilter/ip6_tables.c=
INET6_XFRM_MODE_TUNNEL :: net/ipv6/xfrm6_mode_tunnel.c=
KVM_E500 :: 
VGA_ARB :: drivers/gpu/vga/vgaarb.c=
PCCARD :: pcmcia/=drivers/pcmcia/cs.c=drivers/pcmcia/socket_sysfs.c=drivers/pcmcia/rsrc_mgr.c=
COMEDI_NI_DAQ_700_CS :: drivers/staging/comedi/drivers/ni_daq_700.c=
PA7200 :: 
MD :: md/=
TWL6040_CORE :: drivers/mfd/twl6040-core.c=drivers/mfd/twl6040-irq.c=
USB_GSPCA_ETOMS :: drivers/media/video/gspca/etoms.c=
EXT4_FS_POSIX_ACL :: fs/ext4/acl.c=fs/ext4/acl.h=
S3C2440_CPUFREQ :: arch/arm/mach-s3c2440/s3c2440-cpufreq.c=
JOYSTICK_WARRIOR :: drivers/input/joystick/warrior.c=
LOADER_U_BOOT :: arch/avr32/boot/u-boot/=
XEN_XENCOMM :: drivers/xen/xencomm.c=
SND_EP93XX_SOC_I2S :: sound/soc/ep93xx/ep93xx-i2s.c=
MICROCODE :: arch/x86/kernel/microcode_core.c=
N2 :: drivers/net/wan/n2.c=
MEMSTICK_TIFM_MS :: drivers/memstick/host/tifm_ms.c=
INPUT_COBALT_BTNS :: drivers/input/misc/cobalt_btns.c=
CPU_NEVADA :: arch/mips/kernel/r4k_fpu.S=arch/mips/kernel/r4k_switch.S=arch/mips/lib/dump_tlb.c=arch/mips/mm/c-r4k.c=arch/mips/mm/cex-gen.S=arch/mips/mm/tlb-r4k.c=
PANEL_GENERIC_DPI :: drivers/video/omap2/displays/panel-generic-dpi.c=
HAS_IOMEM :: arch/powerpc/lib/devres.c=lib/iomap_copy.c=lib/devres.c=
HISAX_BKM_A4T :: drivers/isdn/hisax/bkm_a4t.c=drivers/isdn/hisax/isac.c=drivers/isdn/hisax/isac.h=drivers/isdn/hisax/arcofi.c=drivers/isdn/hisax/arcofi.h=drivers/isdn/hisax/jade.c=drivers/isdn/hisax/jade.h=
MACH_CPUIMX27 :: arch/arm/mach-imx/mach-cpuimx27.c=
HDLC_PPP :: drivers/net/wan/hdlc_ppp.c=
USB_CXACRU :: drivers/usb/atm/cxacru.c=
SH_HIGHLANDER :: arch/sh/drivers/pci/fixups-r7780rp.c=
ETRAX_NANDFLASH :: arch/cris/arch-v32/drivers/mach-a3/nandflash.c=arch/cris/arch-v32/drivers/mach-fs/nandflash.c=
SND_SOC_SSM2602 :: sound/soc/codecs/ssm2602.c=sound/soc/codecs/ssm2602.h=
DNOTIFY :: fs/notify/dnotify/dnotify.c=
SERIAL_CLPS711X :: drivers/tty/serial/clps711x.c=
NF_CONNTRACK_NETBIOS_NS :: net/netfilter/nf_conntrack_netbios_ns.c=
FIREWIRE_NET :: drivers/firewire/net.c=
MD_RAID1 :: drivers/md/raid1.c=drivers/md/raid1.h=
MD_RAID0 :: drivers/md/raid0.c=drivers/md/raid0.h=
EP8248E :: arch/powerpc/platforms/82xx/ep8248e.c=
PPC44x_SIMPLE :: arch/powerpc/platforms/44x/ppc44x_simple.c=
IFB :: drivers/net/ifb.c=
PPS_CLIENT_LDISC :: drivers/pps/clients/pps-ldisc.c=
W1_SLAVE_DS2433 :: drivers/w1/slaves/w1_ds2433.c=
JOYSTICK_ADI :: drivers/input/joystick/adi.c=
W1_SLAVE_DS2431 :: drivers/w1/slaves/w1_ds2431.c=
SCSI_ARCMSR :: drivers/scsi/arcmsr/arcmsr_attr.c=drivers/scsi/arcmsr/arcmsr_hba.c=arcmsr/=
OF :: arch/arm/kernel/devtree.c=arch/mips/kernel/prom.c=arch/openrisc/kernel/prom.c=arch/x86/kernel/devicetree.c=of/=drivers/mmc/host/of_mmc_spi.c=drivers/pci/of.c=
SERIAL_VR41XX :: drivers/tty/serial/vr41xx_siu.c=
SOUND_AEDSP16 :: sound/oss/aedsp16.c=
USBIP_DEBUG :: 
MACH_H5000 :: arch/arm/mach-pxa/h5000.c=
TABLET_USB_AIPTEK :: drivers/input/tablet/aiptek.c=
GENERIC_HWEIGHT :: lib/hweight.c=
DRM_I915 :: drivers/gpu/drm/i915/i915_drv.c=drivers/gpu/drm/i915/i915_drv.h=drivers/gpu/drm/i915/i915_dma.c=drivers/gpu/drm/i915/i915_irq.c=drivers/gpu/drm/i915/i915_mem.c=drivers/gpu/drm/i915/i915_debugfs.c=drivers/gpu/drm/i915/i915_suspend.c=drivers/gpu/drm/i915/i915_gem.c=drivers/gpu/drm/i915/i915_gem_debug.c=drivers/gpu/drm/i915/i915_gem_evict.c=drivers/gpu/drm/i915/i915_gem_execbuffer.c=drivers/gpu/drm/i915/i915_gem_gtt.c=drivers/gpu/drm/i915/i915_gem_tiling.c=drivers/gpu/drm/i915/i915_trace_points.c=drivers/gpu/drm/i915/intel_display.c=drivers/gpu/drm/i915/intel_crt.c=drivers/gpu/drm/i915/intel_lvds.c=drivers/gpu/drm/i915/intel_bios.c=drivers/gpu/drm/i915/intel_bios.h=drivers/gpu/drm/i915/intel_dp.c=drivers/gpu/drm/i915/intel_hdmi.c=drivers/gpu/drm/i915/intel_sdvo.c=drivers/gpu/drm/i915/intel_modes.c=drivers/gpu/drm/i915/intel_panel.c=drivers/gpu/drm/i915/intel_i2c.c=drivers/gpu/drm/i915/intel_fb.c=drivers/gpu/drm/i915/intel_tv.c=drivers/gpu/drm/i915/intel_dvo.c=drivers/gpu/drm/i915/intel_ringbuffer.c=drivers/gpu/drm/i915/intel_ringbuffer.h=drivers/gpu/drm/i915/intel_overlay.c=drivers/gpu/drm/i915/intel_opregion.c=drivers/gpu/drm/i915/dvo_ch7xxx.c=drivers/gpu/drm/i915/dvo_ch7017.c=drivers/gpu/drm/i915/dvo_ivch.c=drivers/gpu/drm/i915/dvo_tfp410.c=drivers/gpu/drm/i915/dvo_sil164.c=i915/=
POSIX_MQUEUE :: ipc/mqueue.c=ipc/msgutil.c=
IGB :: drivers/net/ethernet/intel/igb/igb_main.c=drivers/net/ethernet/intel/igb/igb_ethtool.c=drivers/net/ethernet/intel/igb/e1000_82575.c=drivers/net/ethernet/intel/igb/e1000_82575.h=drivers/net/ethernet/intel/igb/e1000_mac.c=drivers/net/ethernet/intel/igb/e1000_mac.h=drivers/net/ethernet/intel/igb/e1000_nvm.c=drivers/net/ethernet/intel/igb/e1000_nvm.h=drivers/net/ethernet/intel/igb/e1000_phy.c=drivers/net/ethernet/intel/igb/e1000_phy.h=drivers/net/ethernet/intel/igb/e1000_mbx.c=drivers/net/ethernet/intel/igb/e1000_mbx.h=igb/=
PM :: arch/arm/mach-at91/pm.c=arch/arm/mach-at91/pm.h=arch/arm/mach-exynos/pm.c=arch/arm/mach-mx5/pm-imx5.c=arch/arm/mach-mxs/pm.c=arch/arm/mach-omap1/pm.c=arch/arm/mach-omap1/pm.h=arch/arm/mach-omap1/sleep.S=arch/arm/mach-omap2/pm24xx.c=arch/arm/mach-omap2/sleep24xx.S=arch/arm/mach-omap2/pm34xx.c=arch/arm/mach-omap2/sleep34xx.S=arch/arm/mach-omap2/cpuidle34xx.c=arch/arm/mach-omap2/pm44xx.c=arch/arm/mach-omap2/pm-debug.c=arch/arm/mach-omap2/sr_device.c=arch/arm/mach-omap2/smartreflex.c=arch/arm/mach-omap2/smartreflex.h=arch/arm/mach-omap2/smartreflex-class3.c=arch/arm/mach-pnx4008/pm.c=arch/arm/mach-pnx4008/sleep.S=arch/arm/mach-pxa/pm.c=arch/arm/mach-pxa/sleep.S=arch/arm/mach-pxa/standby.S=arch/arm/mach-s3c64xx/pm.c=arch/arm/mach-s3c64xx/sleep.S=arch/arm/mach-s3c64xx/irq-pm.c=arch/arm/mach-s5p64x0/pm.c=arch/arm/mach-s5p64x0/irq-pm.c=arch/arm/mach-s5pv210/pm.c=arch/arm/mach-sa1100/pm.c=arch/arm/mach-sa1100/sleep.S=arch/arm/plat-s3c24xx/pm.c=arch/arm/plat-s3c24xx/irq-pm.c=arch/arm/plat-s3c24xx/sleep.S=arch/arm/plat-samsung/pm.c=arch/arm/plat-samsung/pm-gpio.c=arch/avr32/mach-at32ap/pm.c=arch/avr32/mach-at32ap/pm.h=arch/blackfin/mach-common/pm.c=arch/blackfin/mach-common/dpmc_modes.S=arch/frv/kernel/pm.c=arch/frv/kernel/cmode.S=arch/mips/alchemy/devboards/pm.c=arch/mips/jz4740/pm.c=arch/mips/power/=arch/powerpc/platforms/52xx/mpc52xx_sleep.S=arch/powerpc/platforms/52xx/mpc52xx_pm.c=arch/powerpc/platforms/52xx/lite5200_sleep.S=arch/powerpc/platforms/52xx/lite5200_pm.c=arch/sh/boards/mach-hp6xx/pm.c=arch/sh/boards/mach-hp6xx/pm_wakeup.S=arch/sh/kernel/cpu/shmobile/pm.c=arch/sh/kernel/cpu/shmobile/sleep.S=arch/x86/power/=drivers/base/power/sysfs.c=drivers/base/power/generic_ops.c=drivers/base/power/common.c=drivers/base/power/qos.c=drivers/scsi/scsi_pm.c=power/=kernel/power/main.c=kernel/power/qos.c=net/mac80211/pm.c=sound/pci/cs5535audio/cs5535audio_pm.c=
EXT4_FS_SECURITY :: fs/ext4/xattr_security.c=
NLS_CODEPAGE_775 :: fs/nls/nls_cp775.c=
FB_IGA :: drivers/video/igafb.c=
USB_SISUSBVGA_CON :: drivers/video/console/fonts.c=
PATA_ACPI :: drivers/ata/pata_acpi.c=
USB_R8A66597_HCD :: drivers/usb/host/r8a66597-hcd.c=host/=
MACH_NET5BIG_V2 :: arch/arm/mach-kirkwood/netxbig_v2-setup.c=arch/arm/mach-kirkwood/lacie_v2-common.c=arch/arm/mach-kirkwood/lacie_v2-common.h=
INFINIBAND_AMSO1100 :: drivers/infiniband/hw/amso1100/c2.c=drivers/infiniband/hw/amso1100/c2.h=drivers/infiniband/hw/amso1100/c2_provider.c=drivers/infiniband/hw/amso1100/c2_provider.h=drivers/infiniband/hw/amso1100/c2_rnic.c=drivers/infiniband/hw/amso1100/c2_alloc.c=drivers/infiniband/hw/amso1100/c2_mq.c=drivers/infiniband/hw/amso1100/c2_mq.h=drivers/infiniband/hw/amso1100/c2_ae.c=drivers/infiniband/hw/amso1100/c2_ae.h=drivers/infiniband/hw/amso1100/c2_vq.c=drivers/infiniband/hw/amso1100/c2_vq.h=drivers/infiniband/hw/amso1100/c2_intr.c=drivers/infiniband/hw/amso1100/c2_cq.c=drivers/infiniband/hw/amso1100/c2_qp.c=drivers/infiniband/hw/amso1100/c2_cm.c=drivers/infiniband/hw/amso1100/c2_mm.c=drivers/infiniband/hw/amso1100/c2_pd.c=hw/amso1100/=
NET_CLS_CGROUP :: net/sched/cls_cgroup.c=
CASSINI :: drivers/net/ethernet/sun/cassini.c=drivers/net/ethernet/sun/cassini.h=
SND_SB16 :: sound/isa/sb/sb16.c=sound/isa/sb/sb16_csp.c=
BOARD_MERISC :: arch/avr32/boards/merisc/=
IKCONFIG :: kernel/configs.c=
MACSONIC :: drivers/net/ethernet/natsemi/macsonic.c=
HAVE_GENERIC_DMA_COHERENT :: drivers/base/dma-coherent.c=
FRAMEBUFFER_CONSOLE :: drivers/video/console/fbcon.c=drivers/video/console/fbcon.h=drivers/video/console/bitblit.c=drivers/video/console/softcursor.c=drivers/video/console/tileblit.c=drivers/video/console/fbcon_rotate.c=drivers/video/console/fbcon_rotate.h=drivers/video/console/fbcon_cw.c=drivers/video/console/fbcon_ud.c=drivers/video/console/fbcon_ccw.c=drivers/video/console/fonts.c=
NETFILTER_XT_MATCH_MAC :: net/netfilter/xt_mac.c=
MMC_SDHCI_DOVE :: drivers/mmc/host/sdhci-dove.c=
ALPHA_SABLE :: arch/alpha/kernel/sys_sable.c=
ATM_SOLOS :: drivers/atm/solos-pci.c=
PPC_CELL_COMMON :: arch/powerpc/platforms/cell/cbe_regs.c=arch/powerpc/platforms/cell/interrupt.c=arch/powerpc/platforms/cell/interrupt.h=arch/powerpc/platforms/cell/pervasive.c=arch/powerpc/platforms/cell/pervasive.h=arch/powerpc/platforms/cell/spu_priv1_mmio.c=arch/powerpc/platforms/cell/spu_priv1_mmio.h=arch/powerpc/platforms/cell/spu_manage.c=
LCD_LTV350QV :: drivers/video/backlight/ltv350qv.c=drivers/video/backlight/ltv350qv.h=
MACH_MX53_LOCO :: arch/arm/mach-mx5/board-mx53_loco.c=
CRYPTO_USER_API_HASH :: crypto/algif_hash.c=
ARCH_LUBBOCK :: arch/arm/mach-pxa/lubbock.c=arch/arm/mach-pxa/leds-lubbock.c=drivers/pcmcia/pxa2xx_lubbock.c=drivers/pcmcia/sa1111_generic.c=drivers/pcmcia/sa1111_generic.h=
FB_VOODOO1 :: drivers/video/sstfb.c=
RT_MUTEX_TESTER :: kernel/rtmutex-tester.c=
ELAN_CPUFREQ :: drivers/cpufreq/elanfreq.c=
VIDEO_OV7670 :: drivers/media/video/ov7670.c=
